sku_code,prod_date,start_time,end_time,bottles,headcount
F0020,2025-12-10,11:00:00,16:00:00,145,
F0020,2025-12-18,14:50:00,17:15:00,294,
F0020,2026-01-06,15:25:00,16:30:00,308,
F0020,2026-01-13,13:00:00,15:00:00,152,
F0020,2026-01-20,16:10:00,17:35:00,335,
F0020,2026-02-07,09:00:00,12:00:00,293,
F0020,2026-04-16,15:00:00,16:30:00,146,
F0020,2026-04-28,10:00:00,13:25:00,143,
F0020,2026-05-11,09:30:00,11:20:00,143,
F0020,2026-07-01,14:00:00,15:30:00,143,
F0020,2026-08-06,14:30:00,16:45:00,148,5
F0020,2026-08-14,11:00:00,15:40:00,222,5
F0020,2026-08-31,10:00:00,14:45:00,219,7
